*Interval,Energy Price
1686,3414.12
1687,3412.75
1688,3372.72
1689,3414.13
1690,3414.38
1691,3448.44
1692,3414.73
1693,3400.56
1694,3453.16
1695,3502.4
1696,3506.16
1697,3861
1698,4935.12
1699,4935.75
1700,5209.2
1701,4760.15
1702,5770.27
1703,5169.26
1704,5770.53
1705,8000.82
1706,20000
1707,20000
1708,20000
1709,20000
1710,18976.95
1711,8200.99
1712,8200.54
1713,6269.06
1714,6131.93
1715,5599.76
1716,4100.54
1717,3535.71
1718,3449.27
1719,3581.43
1720,3269.67
1721,2999.57
1722,2999.22
1723,2999.45
1724,2939.97
1725,2749.99
1726,2939.8
1727,2151.85
1728,2019.88
1729,2562.02
1730,2562.24
1731,2859.8
1732,2859.48
1733,2489.29
1734,2379.2
1735,2329.4
1736,2409.7
1737,2420.89
1738,2420.72
1739,2318.51
1740,2318.71
1741,2318.77
1742,2318.63
1743,2246.17
1744,2246.25
1745,2514.49
1746,2599.59
1747,2699.02
1748,2620.59
1749,3320.05
1750,3320.82
1751,3320.66
1752,3415.52
1753,3620.62
1754,4200.03
1755,4151.61
1756,5000.72
1757,5770.81
1758,6090.8
1759,6825.33
1760,6676.26
1761,5848.64
1762,5770.86
1763,5770.78
1764,5770.07
1765,5770.76
1766,5868
1767,5999.01
1768,5500.53
1769,6000.69
1770,6000.79
1771,6500.07
1772,6499.95
1773,5920.33
1774,6520.16
1775,5999.23
1776,5920.44
1777,4849.9
1778,4849.42
1779,4935.9
1780,4849.86
1781,3845.75
1782,3743.01
1783,3597.24
1784,3535.28
1785,3287.56
1786,3372.24
1787,3800.94
1788,3845.55
1789,3612.02
1790,3682.85
1791,3958.55
1792,4002.78
1793,3448.17
1794,4000.48
1795,4500.02
1796,5000.22
1797,5920.22
1798,5920.89
1799,5972
1800,6500.76
1801,7270.39
1802,8000.64
1803,8000.95
1804,8000.86
1805,9999.18
1806,8000.61
1807,8500.16
1808,5999.63
1809,5500.16
1810,4689.88
1811,4800.28
1812,4689.85
1813,3449.99
1814,3112
1815,3060.15
1816,2949.29
1817,2800.46
1818,2800.74
1819,2804.44
1820,2703.51
1821,2603.75
1822,2705.26
1823,2379.45
1824,2359.43
1825,2514.9
1826,2499.42
1827,2514.24
1828,2499.4
1829,2246.18
1830,2246.89
1831,2299.43
1832,2489.22
1833,2489.44
1834,2489.02
1835,2489.33
1836,2318.89
1837,2149.34
1838,2149.36
1839,2109.13
1840,2246.89
1841,2246.38
1842,2299.49
1843,2318.19
1844,2489.48
1845,2359.89
1846,2514.86
1847,3249.15
1848,3023.25
1849,2966.86
1850,2939.75
1851,3281.75
1852,3449.79
1853,3400.67
1854,3700.12
1855,3743.64
1856,3979.1
1857,4614.29
1858,5002.45
1859,5007.85
1860,5200.48
1861,6020.66
1862,6020.47
1863,6020.79
1864,7000.13
1865,7500.64
1866,7500.81
1867,7650.35
1868,7500.88
1869,7500.5
1870,7500.24
1871,5000.08
1872,5000.45
1873,3989.18
1874,3989.76
1875,3549.67
1876,3501.47
1877,2969.98
1878,2999.32
1879,3010.95
1880,3249.2
1881,3329.45
1882,3289.87
1883,3235.97
1884,3000.53
1885,3001.5
1886,3050.77
